company_number,company_name,company_type,company_subtype,company_status,date_of_creation,date_of_cessation,sic_codes,is_community_interest_company,has_insolvency_history,governed_by,business_activity,branch_parent_company_name,branch_parent_company_number,registered_office_address,address_premises,address_line_1,address_line_2,address_locality,address_region,address_postal_code,address_country,insolvency_case_count,most_recent_case_type,most_recent_case_number,case_date_1_type,case_date_1_value,case_date_2_type,case_date_2_value,case_date_3_type,case_date_3_value,case_date_4_type,case_date_4_value,case_date_5_type,case_date_5_value,practitioners_count,practitioner_1_name,practitioner_1_role,practitioner_1_appointed_on,practitioner_1_ceased_to_act_on,practitioner_1_address,practitioner_2_name,practitioner_2_role,practitioner_2_appointed_on,practitioner_2_ceased_to_act_on,practitioner_2_address,practitioner_3_name,practitioner_3_role,practitioner_3_appointed_on,practitioner_3_ceased_to_act_on,practitioner_3_address,case_notes,all_case_types,earliest_insolvency_date,latest_insolvency_date
06059636,NORWICH PRACTICES LTD.,ltd,,liquidation,2007-01-22,,86210,False,True,,,,,"The Silverworks, 67-71 Northwood Street, Birmingham, West Midlands, B3 1TX",,The Silverworks,67-71 Northwood Street,Birmingham,West Midlands,B3 1TX,,1,creditors-voluntary-liquidation,1,wound-up-on,2024-01-30,,,,,,,,,1,Andrew Turpin,practitioner,2024-01-30,,"The Silverworks 67-71 Northwood Street, Birmingham, West Midlands, B3 1TX",,,,,,,,,,,,creditors-voluntary-liquidation,2024-01-30,2024-01-30
07201486,THEOMED LIMITED,ltd,,dissolved,2010-03-24,2024-08-27,86210,False,False,,,,,"32 St. Margarets Road, Edgware, HA8 9UU, England",,32 St. Margarets Road,,Edgware,,HA8 9UU,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07573080,EAST COAST COMMUNITY HEALTHCARE C.I.C.,ltd,community-interest-company,active,2011-03-22,,86101; 86210; 86900,True,False,,,,,"Hamilton House, Battery Green Road, Lowestoft, NR32 1DE, England",,Hamilton House,Battery Green Road,Lowestoft,,NR32 1DE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06595268,GENERALMEDICALSERVICES LTD,ltd,,active,2008-05-16,,86210; 86220,False,False,,,,,"Goldenhill Medical Centre High Street, Goldenhill, Stoke-On-Trent, ST6 5QJ",,Goldenhill Medical Centre High Street,Goldenhill,Stoke-On-Trent,,ST6 5QJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05770108,THE PRACTICE U SURGERIES LIMITED,ltd,,active,2006-04-05,,86210,False,False,,,,,"Prospect House, 108 High Street, Great Missenden, HP16 0BG, England",,Prospect House,108 High Street,Great Missenden,,HP16 0BG,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06563486,PARTNERING HEALTH LIMITED,ltd,,active,2008-04-11,,86210,False,False,,,,,"Onyx, 12 Little Park Farm Rd Segensworth Roundabout, West, Fareham, PO15 5TD, United Kingdom",,"Onyx, 12 Little Park Farm Rd Segensworth Roundabout",West,Fareham,,PO15 5TD,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08012530,WESTCLIFFE CARE UK LIMITED,ltd,,active,2012-03-29,,86900,False,False,,,,,"Westcliffe Medical Centre, Westcliffe Road, Shipley, BD18 3EE",,Westcliffe Medical Centre,Westcliffe Road,Shipley,,BD18 3EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC338351,HCRG CARE COVENTRY LLP,llp,,active,2008-06-26,,,False,False,,,,,"The Heath Business And Technical Park, Runcorn, Cheshire, WA7 4QX, United Kingdom",,The Heath Business And Technical Park,,Runcorn,Cheshire,WA7 4QX,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07230653,CORE CARE LINKS LIMITED,private-limited-guarant-nsc,,active,2010-04-21,,86900,False,False,,,,,"Raj Medical Centre, Laceby Road, Grimsby, North East Lincolnshire, DN34 5LP",,Raj Medical Centre,Laceby Road,Grimsby,North East Lincolnshire,DN34 5LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09290833,RICHMOND GENERAL PRACTICE ALLIANCE LIMITED,ltd,,active,2014-10-31,,86210,False,False,,,,,"Tudor House, 26 Upper Teddington Road, Hampton Wick, KT1 4DY",,Tudor House,26 Upper Teddington Road,Hampton Wick,,KT1 4DY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09337374,NORTHERN HEALTH GPPO LIMITED,ltd,,active,2014-12-02,,86210,False,False,,,,,"Victoria Mill, Lower Vickers Street, Manchester, M40 7LH, England",,Victoria Mill,Lower Vickers Street,Manchester,,M40 7LH,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09362623,IGP CARE LIMITED,ltd,,liquidation,2014-12-19,,86900,False,True,,,,,"The Hub 158 Block Lane, Chadderton, Oldham, OL9 7SG, England",,The Hub 158 Block Lane,Chadderton,Oldham,,OL9 7SG,England,1,compulsory-liquidation,1,petitioned-on,2025-04-02,wound-up-on,2025-07-08,,,,,,,1,The Official Receiver Or Manchester,practitioner,,,"2nd Floor, 3 Piccadilly Place London Road, Manchester, M1 3BN",,,,,,,,,,,,compulsory-liquidation,2025-04-02,2025-07-08
08763136,PRIMARY INTEGRATED COMMUNITY SERVICES LIMITED,ltd,,active,2013-11-05,,86900,False,False,,,,,"Unit H3 Ash Tree Court Mellors Way, Nottingham Business Park, Nottingham, NG8 6PY, England",,Unit H3 Ash Tree Court Mellors Way,Nottingham Business Park,Nottingham,,NG8 6PY,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08655843,S2S HEALTH LIMITED,ltd,,active,2013-08-19,,96090,False,False,,,,,"6 Margaret Road, Crosby, Liverpool, Merseyside, L23 6TR",,6 Margaret Road,Crosby,Liverpool,Merseyside,L23 6TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09680259,CCL-SOLUTIONS LIMITED,ltd,,active,2015-07-10,,86210,False,False,,,,,"Raj Medical Centre, Laceby Road, Grimsby, Lincolnshire, DN34 5LP, United Kingdom",,Raj Medical Centre,Laceby Road,Grimsby,Lincolnshire,DN34 5LP,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06677276,LIVING CARE MEDICAL SERVICES LIMITED,ltd,,dissolved,2008-08-20,2022-05-02,86210,False,True,,,,,"9th Floor 7 Park Row, Leeds, LS1 5HD",,9th Floor 7 Park Row,,Leeds,,LS1 5HD,,1,creditors-voluntary-liquidation,1,wound-up-on,2020-04-28,dissolved-on,2022-05-02,,,,,,,2,Anthony Milnes,practitioner,2020-04-28,,"6th Floor 36 Park Row, Leeds, LS1 5JL",Philip Deyes,practitioner,2020-04-28,,"6th Floor, 36 Park Row, Leeds, LS1 5JL",,,,,,,creditors-voluntary-liquidation,2020-04-28,2022-05-02
07710140,CIGNA HEALTHCARE LTD,ltd,,active,2011-07-19,,86210; 86900,False,False,,,,,"11 Rousden Street, London, NW1 0SU, England",,11 Rousden Street,,London,,NW1 0SU,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07807964,SOUTH DURHAM HEALTH C.I.C.,private-limited-guarant-nsc,community-interest-company,active,2011-10-12,,86210; 86220,True,False,,,,,"Rmt Accountants & Business Advisors Limited, Gosforth Park Avenue, Newcastle Upon Tyne, NE12 8EG, England",,Rmt Accountants & Business Advisors Limited,Gosforth Park Avenue,Newcastle Upon Tyne,,NE12 8EG,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07563445,CARE PLUS GROUP (NORTH EAST LINCOLNSHIRE) LIMITED,converted-or-closed,,converted-closed,2011-03-14,2011-08-08,,False,,,,,,"The Port Office, Cleethorpes Road, Grimsby, DN31 3LL, United Kingdom",,The Port Office,Cleethorpes Road,Grimsby,,DN31 3LL,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05644302,NETWORK HEALTHCARE SOLUTIONS LIMITED,ltd,,active,2005-12-05,,86210,False,False,,,,,"Lyme Valley Medical Centre, Lyme Valley Road, Newcastle Under Lyme, Staffordshire, ST5 3TF",,Lyme Valley Medical Centre,Lyme Valley Road,Newcastle Under Lyme,Staffordshire,ST5 3TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP29910R,LONDON CENTRAL & WEST UNSCHEDULED CARE COLLABORATIVE LIMITED,registered-society-non-jurisdictional,,active,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06624528,CORNERSTONE HEALTHCARE COMMUNITY INTEREST COMPANY,ltd,community-interest-company,active,2008-06-19,,86220,True,False,,,,,"22 The Bramhall Centre, Bramhall, Stockport, Cheshire, SK7 1AW",,22 The Bramhall Centre,Bramhall,Stockport,Cheshire,SK7 1AW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06183049,SUFFOLK GP FEDERATION C.I.C.,ltd,community-interest-company,active,2007-03-26,,86210,True,False,,,,,"Riverside Clinic, 2 Landseer Road, Ipswich, IP3 0AZ",,Riverside Clinic,2 Landseer Road,Ipswich,,IP3 0AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09561513,SOUTH & EAST LEEDS GENERAL PRACTICE GROUP LIMITED,ltd,,active,2015-04-26,,86210,False,False,,,,,"1st Floor,  Park Edge Practice, Asket Drive, Leeds, LS14 1HX, England",,"1st Floor,  Park Edge Practice",Asket Drive,Leeds,,LS14 1HX,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06584450,HARNESS CARE LTD,ltd,,active,2008-05-06,,86210,False,False,,,,,"Hempsons Llp, Third Floor, 3 Dorset Rise, London, EC4Y 8EN, England",,"Hempsons Llp, Third Floor",3 Dorset Rise,London,,EC4Y 8EN,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10499563,SOUTHGLADE MEDICAL PRACTICE LTD,ltd,,dissolved,2016-11-28,2019-02-12,86210,False,False,,,,,"2 Lace Market Square, Nottingham, Nottinghamshire, NG1 1PB, United Kingdom",,2 Lace Market Square,,Nottingham,Nottinghamshire,NG1 1PB,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC336595,HCRG CARE READING LLP,llp,,active,2008-04-17,,,False,False,,,,,"The Heath Business And Technical Park, Runcorn, Cheshire, WA7 4QX, United Kingdom",,The Heath Business And Technical Park,,Runcorn,Cheshire,WA7 4QX,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06853264,CARFAX HEALTH ENTERPRISE COMMUNITY INTEREST COMPANY,ltd,community-interest-company,active,2009-03-20,,68209,True,False,,,,,"Sparcells Surgery Midwinter Close, Peatmoor, Swindon, SN5 5AN, England",,Sparcells Surgery Midwinter Close,Peatmoor,Swindon,,SN5 5AN,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10196823,ELM ALLIANCE LIMITED,ltd,,active,2016-05-24,,86210,False,False,,,,,"A6 Kingfisher House Kingsway, Team Valley Trading Estate, Gateshead, NE11 0JQ, England",,A6 Kingfisher House Kingsway,Team Valley Trading Estate,Gateshead,,NE11 0JQ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06766287,LONDON MEDICAL ASSOCIATES LIMITED,ltd,,active,2008-12-05,,82990,False,False,,,,,"Ramsay Brown Llp The Brentano Suite, Solar House, 915 High Road, North Finchley, London, N12 8QJ, United Kingdom",,Ramsay Brown Llp The Brentano Suite,"Solar House, 915 High Road",North Finchley,London,N12 8QJ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09989518,ARCH HEALTH COMMUNITY INTEREST COMPANY,ltd,community-interest-company,active,2016-02-05,,86210,True,False,,,,,"The School Clinic, Morley Street, Brighton, BN2 9DH, England",,The School Clinic,Morley Street,Brighton,,BN2 9DH,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09685712,NORTH STAFFORDSHIRE GP FEDERATION LIMITED,private-limited-guarant-nsc,,active,2015-07-14,,94120,False,False,,,,,"511 Etruria Road, Stoke-On-Trent, ST4 6HT, England",,511 Etruria Road,,Stoke-On-Trent,,ST4 6HT,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06635822,MILTON KEYNES URGENT CARE SERVICES COMMUNITY INTEREST COMPANY,ltd,community-interest-company,active,2008-07-02,,86210,True,False,,,,,"Walk In Centre Standing Way, Eaglestone, Milton Keynes, MK6 5NG",,Walk In Centre Standing Way,Eaglestone,Milton Keynes,,MK6 5NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05164833,M - DOC LIMITED,private-limited-guarant-nsc,,dissolved,2004-06-28,2022-06-03,86210,False,True,,,,,"Cba Business Solutions Ltd, 126 New Walk, Leicester, Leicestershire, LE1 7JA",,Cba Business Solutions Ltd,126 New Walk,Leicester,Leicestershire,LE1 7JA,,1,members-voluntary-liquidation,1,due-to-be-dissolved-on,2022-06-03,wound-up-on,2019-02-21,,,,,,,1,Neil Charles Money,practitioner,2019-02-21,,"126 New Walk, Leicester, Leicestershire, LE1 7JA",,,,,,,,,,,,members-voluntary-liquidation,2019-02-21,2022-06-03
IP29766R,LOCAL CARE DIRECT LIMITED,registered-society-non-jurisdictional,,active,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP29791R,BEDFORD ON CALL LIMITED,registered-society-non-jurisdictional,,active,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05146354,HEALTHHERO INTEGRATED CARE LIMITED,ltd,,active,2004-06-07,,86900,False,False,,,,,"Fox Talbot House, Bellinger Close, Chippenham, Wiltshire, SN15 1BN, England",,Fox Talbot House,Bellinger Close,Chippenham,Wiltshire,SN15 1BN,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06561284,GP CARE SERVICES LIMITED,ltd,,active,2008-04-10,,86210,False,False,,,,,"Suite 4a Apex, 33 Victoria Street, Altrincham, Cheshire, WA14 1AU, United Kingdom",,"Suite 4a Apex, 33 Victoria Street",,Altrincham,Cheshire,WA14 1AU,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07549390,B&SH CIC,ltd,community-interest-company,active,2011-03-02,,82990,True,False,,,,,"Wellington Way Health Centre, 1a Wellington Way, London, E3 4NE, United Kingdom",,Wellington Way Health Centre,1a Wellington Way,London,,E3 4NE,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03127120,PRESTON MEDICS LIMITED,private-limited-guarant-nsc,,dissolved,1995-11-16,2017-03-14,86210,False,False,,,,,"Royal Preston Hospital, Sharoe Green Lane, Fulwood, Preston, Lancashire, PR2 9HT",,Royal Preston Hospital,Sharoe Green Lane,"Fulwood, Preston",Lancashire,PR2 9HT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP29792R,PARTNERSHIP OF EAST LONDON CO-OPERATIVES (PELC) LIMITED,registered-society-non-jurisdictional,,active,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06131525,BARNDOC HEALTHCARE LIMITED,ltd,,dissolved,2007-02-28,2025-02-09,82990,False,True,,,,,"Ernst & Young Llp 1, More London Place, London, SE1 2AF",,Ernst & Young Llp 1,More London Place,London,,SE1 2AF,,1,creditors-voluntary-liquidation,1,wound-up-on,2022-09-14,dissolved-on,2025-02-09,,,,,,,2,Joanne Robinson,practitioner,2022-09-14,,"1 More London Place, London, SE1 2AF",Richard Barker,practitioner,2022-09-14,,"1 More London Place, London, SE1 2AF",,,,,,,creditors-voluntary-liquidation,2022-09-14,2025-02-09
03453965,ST. HELENS ROTA LIMITED,private-limited-guarant-nsc,,active,1997-10-22,,86210,False,False,,,,,"Albion Street Clinic, Albion Street, St. Helens, Merseyside, WA10 2HA",,Albion Street Clinic,Albion Street,St. Helens,Merseyside,WA10 2HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05224356,MASTERCALL HEALTHCARE,private-limited-guarant-nsc-limited-exemption,,active,2004-09-07,,86900,False,False,,,,,"International House Pepper Road, Hazel Grove, Stockport, Cheshire, SK7 5BW, England",,International House Pepper Road,Hazel Grove,Stockport,Cheshire,SK7 5BW,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP29835R,NORTH HAMPSHIRE URGENT CARE LIMITED,registered-society-non-jurisdictional,,active,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02985987,CAMBRIDGE DOCTORS ON CALL LIMITED,private-limited-guarant-nsc,,dissolved,1994-11-02,2020-10-07,86900,False,True,,,,,"Salisbury House, Station Road, Cambridge, CB1 2LA",,Salisbury House,Station Road,Cambridge,,CB1 2LA,,1,members-voluntary-liquidation,1,dissolved-on,2020-10-07,wound-up-on,2018-04-25,,,,,,,1,Katherine Merry,practitioner,2018-04-25,,"Salisbury House Station Road, Cambridge, Cambridgeshire, CB1 2LA",,,,,,,,,,,,members-voluntary-liquidation,2018-04-25,2020-10-07
04679678,PRINCIPAL MEDICAL LIMITED,ltd,,active,2003-02-26,,86210,False,False,,,,,"3 Barberry Place, Bicester, Oxfordshire, OX26 3HA, England",,3 Barberry Place,,Bicester,Oxfordshire,OX26 3HA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP30301R,HERTS URGENT CARE (HUC) LIMITED,registered-society-non-jurisdictional,,active,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09766352,CROYDON GP COLLABORATIVE LIMITED,ltd,,active,2015-09-07,,86210,False,False,,,,,"2 Leman Street, London, E1W 9US, United Kingdom",,2 Leman Street,,London,,E1W 9US,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03136437,THE SHROPSHIRE DOCTORS' CO-OPERATIVE LIMITED,private-limited-guarant-nsc,,active,1995-12-11,,86210,False,False,,,,,"Unit A, 3 Longbow Close, Shrewsbury, Shropshire, SY1 3GZ, United Kingdom",,Unit A,3 Longbow Close,Shrewsbury,Shropshire,SY1 3GZ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03155566,BIRMINGHAM AND DISTRICT GENERAL PRACTITIONER EMERGENCY ROOM LIMITED,private-limited-guarant-nsc,,active,1996-01-31,,86210,False,False,,,,,"Badger House, 121 Glover Street, Birmingham, B9 4EY",,Badger House,121 Glover Street,Birmingham,,B9 4EY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03160204,SOUTH DOC SERVICES LIMITED,ltd,,active,1996-02-15,,86210,False,False,,,,,"194-196 West Heath Road, Northfield, Birmingham, B31 3HB",,194-196 West Heath Road,Northfield,Birmingham,,B31 3HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06528491,CARE UNBOUND LIMITED,ltd,,active,2008-03-10,,86210; 86900,False,False,,,,,"5th Floor, 177 Preston Road Preston Road, Brighton, BN1 6AG, England",,"5th Floor, 177 Preston Road Preston Road",,Brighton,,BN1 6AG,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09233816,TOWER HAMLETS GP CARE GROUP CIC,ltd,community-interest-company,active,2014-09-24,,86210; 86900,True,False,,,,,"Island Health Practice 1st Floor, 145 East Ferry Road, London, E14 3BQ, England",,Island Health Practice 1st Floor,145 East Ferry Road,London,,E14 3BQ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05297064,GRABADOC HEALTHCARE SOCIETY LIMITED,private-limited-guarant-nsc,,active,2004-11-26,,86210,False,False,,,,,"Unit 7 Mulberry Place, Pinnell Road, Eltham, London, SE9 6AR, United Kingdom",,Unit 7 Mulberry Place,Pinnell Road,Eltham,London,SE9 6AR,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06273905,CITY HEALTH CARE PARTNERSHIP CIC,ltd,community-interest-company,active,2007-06-08,,86900,True,False,,,,,"5 Beacon Way, Hull, HU3 4AE, England",,5 Beacon Way,,Hull,,HU3 4AE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09965824,ADDERLEY GREEN MEDICAL SERVICES LTD,ltd,,active,2016-01-22,,86210,False,False,,,,,"Adderley Green Surgery 28-30 Weston Street, Longton, Stoke-On-Trent, ST3 5DQ, England",,Adderley Green Surgery 28-30 Weston Street,Longton,Stoke-On-Trent,,ST3 5DQ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09821044,GREATER PETERBOROUGH NETWORK COMMUNITY INTEREST COMPANY,ltd,community-interest-company,active,2015-10-12,,94990,True,False,,,,,"Allia Future Business Centre, London Road, Peterborough, Cambridgeshire, PE2 8AL, England",,Allia Future Business Centre,London Road,Peterborough,Cambridgeshire,PE2 8AL,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03476434,SOUTH ESSEX EMERGENCY DOCTORS SERVICE,private-limited-guarant-nsc-limited-exemption,,dissolved,1997-12-04,2025-06-10,86210,False,False,,,,,"Independence House, 14a Nelson Street, Southend-On-Sea, SS1 1EF, England",,Independence House,14a Nelson Street,Southend-On-Sea,,SS1 1EF,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP29866R,CENTRAL NOTTINGHAMSHIRE CLINICAL SERVICES LIMITED,registered-society-non-jurisdictional,,active,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10429023,OPERON HEALTH LIMITED,ltd,,active,2016-10-14,,62012; 70229; 86210,False,False,,,,,"White House The Street, High Roding, Dunmow, Essex, CM6 1NR, England",,White House The Street,High Roding,Dunmow,Essex,CM6 1NR,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10474084,ENFIELD ONE LIMITED,ltd,,active,2016-11-11,,86210,False,False,,,,,"Ramsay Brown Llp The Brentano Suite, Solar House, 915 High Road, North Finchley, London, N12 8QJ, United Kingdom",,Ramsay Brown Llp The Brentano Suite,"Solar House, 915 High Road",North Finchley,London,N12 8QJ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08908704,GENERAL PRACTICE ALLIANCE LIMITED,ltd,,active,2014-02-24,,86210,False,False,,,,,"129 Hazeldene Road, Northampton, Northamptonshire, NN2 7PB",,129 Hazeldene Road,,Northampton,Northamptonshire,NN2 7PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07376913,ANGLIAN COMMUNITY ENTERPRISE (ACE) COMMUNITY INTEREST COMPANY,ltd,community-interest-company,dissolved,2010-09-15,2025-09-26,86101; 86210; 86230; 86900,True,True,,,,,"C/O BEGBIES TRAYNOR (CENTRAL)LLP, 3rd Floor  Castlemead Lower Castle Street, Bristol, BS1 3AG",,C/O BEGBIES TRAYNOR (CENTRAL)LLP,3rd Floor  Castlemead Lower Castle Street,Bristol,,BS1 3AG,,1,members-voluntary-liquidation,1,wound-up-on,2021-08-31,dissolved-on,2025-09-26,,,,,,,2,Paul David Wood,practitioner,2021-08-31,,"St. James Court St James Parade, Bristol, BS1 3LH",Simon Robert Haskew,practitioner,2021-08-31,,"St. James Court St James Parade, Bristol, BS1 3LH",,,,,,,members-voluntary-liquidation,2021-08-31,2025-09-26
IP30263R,EAST LANCASHIRE MEDICAL SERVICES LIMITED,registered-society-non-jurisdictional,,active,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC338798,VIRGIN CARE WANDLE LLP,llp,,dissolved,2008-07-16,2020-09-22,,False,False,,,,,"The Heath Business And Technical Park, Runcorn, Cheshire, WA7 4QX, United Kingdom",,The Heath Business And Technical Park,,Runcorn,Cheshire,WA7 4QX,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09953773,HARTLEPOOL AND STOCKTON HEALTH LTD,ltd,,active,2016-01-15,,86210; 86220; 86900,False,False,,,,,"Room 21 Gloucester House, 72 Church Road, Stockton-On-Tees, TS18 1TW, England",,Room 21 Gloucester House,72 Church Road,Stockton-On-Tees,,TS18 1TW,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10612979,ARGYLE HEALTH GROUP LIMITED,ltd,,liquidation,2017-02-10,,86210,False,True,,,,,"Cmb Partners Uk Ltd, 49 Tabernacle Street, London, EC2A 4AA",,Cmb Partners Uk Ltd,49 Tabernacle Street,London,,EC2A 4AA,,1,creditors-voluntary-liquidation,1,due-to-be-dissolved-on,2026-07-29,wound-up-on,2025-10-20,,,,,,,2,Adam Price,practitioner,2025-10-20,,"49 Tabernacle Street, London, EC2A 4AA",Lane Gary Bednash,practitioner,2025-10-20,,"49 Tabernacle Street, London, EC2A 4AA",,,,,,,creditors-voluntary-liquidation,2025-10-20,2026-07-29
06504010,GTD PRIMARY CARE LIMITED,ltd,,active,2008-02-14,,86210,False,False,,,,,"New Century House Progress Way, Denton, Manchester, M34 2GP, England",,New Century House Progress Way,Denton,Manchester,,M34 2GP,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10424658,HERNE BAY INTEGRATED CARE LIMITED,ltd,,active,2016-10-13,,86210; 86220,False,False,,,,,"Victoria Court, 17-21 Ashford Road, Maidstone, Kent, ME14 5DA, United Kingdom",,Victoria Court,17-21 Ashford Road,Maidstone,Kent,ME14 5DA,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06745192,DMC HEALTHCARE LIMITED,ltd,,active,2008-11-10,,86210,False,False,,,,,"60 Chadwick Road, Peckham, London, SE15 4PU, United Kingdom",,60 Chadwick Road,Peckham,London,,SE15 4PU,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09192988,WIGHT PRIMARY PARTNERSHIPS LIMITED,ltd,,active,2014-08-29,,86210,False,False,,,,,"Brookside Health Centre, Queens Road, Freshwater, Isle Of Wight, PO40 9DT, England",,Brookside Health Centre,Queens Road,Freshwater,Isle Of Wight,PO40 9DT,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07382763,BETTER HEALTH MCR LTD,ltd,,active,2010-09-21,,86210,False,False,,,,,"Rusholme Health Centre, Walmer Street, Manchester, M14 5NP",,Rusholme Health Centre,Walmer Street,Manchester,,M14 5NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09113111,WF FEDERATED GP NETWORK LIMITED,ltd,,active,2014-07-02,,86210; 86220,False,False,,,,,"500 Larkshall Road, London, E4 9HH, England",,500 Larkshall Road,,London,,E4 9HH,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09089141,NEW WAVES INTEGRATED CARE LIMITED,ltd,,dissolved,2014-06-17,2022-08-02,86220,False,False,,,,,"12-14 Walpole Road, Bournemouth, Dorset, BH1 4HA, England",,12-14 Walpole Road,,Bournemouth,Dorset,BH1 4HA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08830754,GENERATING HEALTHCARE LIMITED,ltd,,active,2014-01-03,,86210; 86220,False,False,,,,,"2 Tower House, Tower Centre, Hoddesdon, Hertfordshire, EN11 8UR, England",,2 Tower House,Tower Centre,Hoddesdon,Hertfordshire,EN11 8UR,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08854894,NEWCASTLE GENERAL PRACTICE SERVICES LTD,ltd,,active,2014-01-21,,86210,False,False,,,,,"The Grainger Suite, Dobson House, Gosforth, Newcastle Upon Tyne, NE3 3PF, England",,The Grainger Suite,Dobson House,Gosforth,Newcastle Upon Tyne,NE3 3PF,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
