company_number,company_name,company_type,company_subtype,company_status,date_of_creation,date_of_cessation,sic_codes,is_community_interest_company,has_insolvency_history,governed_by,business_activity,branch_parent_company_name,branch_parent_company_number,registered_office_address,address_premises,address_line_1,address_line_2,address_locality,address_region,address_postal_code,address_country,insolvency_case_count,most_recent_case_type,most_recent_case_number,case_date_1_type,case_date_1_value,case_date_2_type,case_date_2_value,case_date_3_type,case_date_3_value,case_date_4_type,case_date_4_value,case_date_5_type,case_date_5_value,practitioners_count,practitioner_1_name,practitioner_1_role,practitioner_1_appointed_on,practitioner_1_ceased_to_act_on,practitioner_1_address,practitioner_2_name,practitioner_2_role,practitioner_2_appointed_on,practitioner_2_ceased_to_act_on,practitioner_2_address,practitioner_3_name,practitioner_3_role,practitioner_3_appointed_on,practitioner_3_ceased_to_act_on,practitioner_3_address,case_notes,all_case_types,earliest_insolvency_date,latest_insolvency_date
07002460,WESTDALE HEALTHCARE LIMITED,ltd,,dissolved,2009-08-27,2016-01-28,86210,False,True,,,,,"Ground Floor Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",,Ground Floor Seneca House Links Point,Amy Johnson Way,Blackpool,Lancashire,FY4 2FF,,1,members-voluntary-liquidation,1,wound-up-on,2015-01-23,dissolved-on,2016-01-28,,,,,,,1,Richard Ian Williamson,practitioner,2015-01-23,,"Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",,,,,,,,,,,,members-voluntary-liquidation,2015-01-23,2016-01-28
06432746,HEALTH 4 CRAWLEY LIMITED,ltd,,dissolved,2007-11-21,2017-04-04,86210,False,False,,,,,"Crawley Health Centre Cross Keys House, 14 Haslett Avenue West, Crawley, West Sussex, RH10 1HS",,Crawley Health Centre Cross Keys House,14 Haslett Avenue West,Crawley,West Sussex,RH10 1HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05778052,FAREHAM AREA CLINICAL ENTERPRISE LIMITED,ltd,,dissolved,2006-04-11,2022-08-23,86220; 86900,False,True,,,,,"Highfield Court, Tollgate, Chandlers Ford, Eastleigh, SO53 3TY",,Highfield Court,Tollgate,Chandlers Ford,Eastleigh,SO53 3TY,,1,members-voluntary-liquidation,1,wound-up-on,2020-04-14,dissolved-on,2022-08-23,,,,,,,3,Richard Patrick Brewer,practitioner,2020-04-14,,"Highfield Court Tollgate, Chandler'S Ford, Eastleigh, Hampshire, SO53 3TY",Alexander Kinninmonth,practitioner,2020-04-14,2021-06-03,"Highfield Court Tollgate, Chandlers Ford, Eastleigh, Hampshire, SO53 3TY",Terence Guy Jackson,practitioner,2021-06-03,,"Third Floor One London Square, Cross Lanes, Guildford, Surrey, GU1 1UN",,members-voluntary-liquidation,2020-04-14,2022-08-23
05711450,QUAY MEDICAL CARE LIMITED,ltd,,active,2006-02-15,,86210,False,False,,,,,"306 Blandford Road, Hamworthy, Poole, BH15 4JQ",,306 Blandford Road,Hamworthy,Poole,,BH15 4JQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07299245,LAWRENCE HILL HOMELESS HEALTHCARE LIMITED,ltd,,dissolved,2010-06-29,2017-12-12,86220,False,False,,,,,"17-18 Leach Road Chard Business Park, Chard, Somerset, TA20 1FA",,17-18 Leach Road Chard Business Park,,Chard,Somerset,TA20 1FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07873903,BRADLEY JONES SURGERIES LTD,ltd,,dissolved,2011-12-07,2021-11-16,86210,False,False,,,,,"16 Glenair Road Glenair Road, Poole, BH14 8AA, England",,16 Glenair Road Glenair Road,,Poole,,BH14 8AA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06828721,ECHO ACCESS LIMITED,ltd,,dissolved,2009-02-24,2016-12-22,86210,False,True,,,,,"Maclaren House, Skerne Road, Driffield, North Humberside, YO25 6PN, England",,Maclaren House,Skerne Road,Driffield,North Humberside,YO25 6PN,England,1,members-voluntary-liquidation,1,wound-up-on,2015-12-02,dissolved-on,2016-12-22,,,,,,,2,Andrew James Nichols,practitioner,2015-12-02,,"Maclaren House Skerne Road, Driffield, East Yorkshire, YO25 6PN",John William Butler,practitioner,2015-12-02,,"Maclaren House Skerne Road, Driffield, East Yorkshire, YO15 6PN",,,,,,,members-voluntary-liquidation,2015-12-02,2016-12-22
OC325409,VICTORIA GENERAL PRACTICES LLP,llp,,dissolved,2007-01-18,2018-11-13,,False,False,,,,,"Westminster Health Centre, 15 Denbigh Street, London, SW1V 2HF",,Westminster Health Centre,15 Denbigh Street,London,,SW1V 2HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07880939,LEEGOMERY SURGERY LTD,ltd,,dissolved,2011-12-14,2019-04-02,86210,False,False,,,,,"Leegomery Surgery 27 Lawton Farm Way, Leegomery, Telford, Shropshire, TF1 6PP",,Leegomery Surgery 27 Lawton Farm Way,Leegomery,Telford,Shropshire,TF1 6PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06784602,TOTTENHAM PRIMARY CARE SERVICES LIMITED,ltd,,dissolved,2009-01-07,2015-06-09,86210,False,False,,,,,"Ramsay House 18 Vera Avenue, Grange Park, London, N21 1RA, United Kingdom",,Ramsay House 18 Vera Avenue,Grange Park,London,,N21 1RA,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS007435,PRIMARY CARE WIRRAL LIMITED,registered-society-non-jurisdictional,,converted-closed,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07463415,INTERGRATED HEALTH CIC,ltd,community-interest-company,dissolved,2010-12-08,2018-05-15,86210,True,False,,,,,"101a Crow Green Road, Pilgrims Hatch, Brentwood, Essex, CM15 9RP",,101a Crow Green Road,Pilgrims Hatch,Brentwood,Essex,CM15 9RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04103810,MCLAREN PERRY LIMITED,ltd,,liquidation,2000-11-08,,70229,False,True,,,,,"Recovery House, Hainault Business Park, 15-17 Roebuck Road, Ilford, Essex, IG6 3TU",,"Recovery House, Hainault Business Park",15-17 Roebuck Road,Ilford,Essex,IG6 3TU,,1,members-voluntary-liquidation,1,wound-up-on,2021-09-03,declaration-solvent-on,2021-09-02,,,,,,,1,Alan John Clark,practitioner,2021-09-03,,"Carter Clark Recovery House, 15-17 Roebuck Road, Hainault Business Park, Ilford, Essex, IG6 3TU",,,,,,,,,,,,members-voluntary-liquidation,2021-09-02,2021-09-03
07789175,PATIENT CARE LOCALLY COMMUNITY INTEREST COMPANY,ltd,community-interest-company,active,2011-09-27,,86210,True,False,,,,,"Offices 2 & 3 Coalville Business Centre, Goliath Way, Coalville, Leicestershire, LE67 3FT, England",,Offices 2 & 3 Coalville Business Centre,Goliath Way,Coalville,Leicestershire,LE67 3FT,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07456185,FAREHAM & GOSPORT PRIMARY CARE ALLIANCE LIMITED,ltd,,dissolved,2010-12-01,2020-03-10,86220,False,False,,,,,"35 Pure Offices One Port Way, Port Solent, Portsmouth, Hampshire, PO6 4TY, England",,35 Pure Offices One Port Way,Port Solent,Portsmouth,Hampshire,PO6 4TY,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11705491,PRACTIO UK LTD,ltd,,dissolved,2018-11-30,2023-06-06,62012,False,False,,,,,"3rd Floor 12 Gough Square, London, EC4A 3DW, England",,3rd Floor 12 Gough Square,,London,,EC4A 3DW,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07671292,JDOC MEDICAL LIMITED,ltd,,active,2011-06-15,,86210,False,False,,,,,"296 Golders Green Road, London, NW11 9PY, England",,296 Golders Green Road,,London,,NW11 9PY,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08383923,RIVER AESTHETICS LIMITED,ltd,,active,2013-01-31,,96020,False,False,,,,,"98 Harley Street, London, W1G 7HZ, England",,98 Harley Street,,London,,W1G 7HZ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08794088,PROCARE HEALTH LIMITED,ltd,,active,2013-11-28,,86210,False,False,,,,,"Lake House 2 Port Way, Port Solent, Portsmouth, Hampshire, PO6 4TY, United Kingdom",,Lake House 2 Port Way,Port Solent,Portsmouth,Hampshire,PO6 4TY,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10876475,THE HARVEYRHYS CLINIC LIMITED,ltd,,active,2017-07-20,,86210,False,False,,,,,"Suite 1, Walnut Tree Business Centre, Northwich Road, Stretton, Warrington, WA4 4PG, United Kingdom",,"Suite 1, Walnut Tree Business Centre","Northwich Road, Stretton",Warrington,,WA4 4PG,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08455647,CUMBRIA MEDICAL SERVICES LIMITED,ltd,,active,2013-03-21,,86210,False,False,,,,,"Oxford Chambers, New Oxford Street, Workington, Cumbria, CA14 2LR",,Oxford Chambers,New Oxford Street,Workington,Cumbria,CA14 2LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12196863,OURNET HEALTH SERVICES LTD,ltd,,active,2019-09-09,,86210,False,False,,,,,"The Old Stables Elmore Court, Elmore Green Road, Walsall, West Midlands, WS3 2QW, England",,The Old Stables Elmore Court,Elmore Green Road,Walsall,West Midlands,WS3 2QW,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC340927,THE LONDON GENERAL PRACTICE LLP,llp,,dissolved,2008-10-21,2017-05-09,,False,False,,,,,"16 Devonshire Street, London, W1G 7AF, England",,16 Devonshire Street,,London,,W1G 7AF,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12293812,A&R PRIORITY HEALTHCARE LTD,ltd,,active,2019-11-01,,86101; 86102; 86210; 86220,False,False,,,,,"Ashwells Associates Ltd, 54a, Church Road, Ashford, Middlesex, TW15 2TS, United Kingdom",,"Ashwells Associates Ltd, 54a",Church Road,Ashford,Middlesex,TW15 2TS,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06798822,BERNAYS & WHITEHOUSE LIMITED,ltd,,liquidation,2009-01-22,,86210,False,True,,,,,"Darwin House, 7 Kidderminster Road, Bromsgrove, Worcestershire, B61 7JJ",,Darwin House,7 Kidderminster Road,Bromsgrove,Worcestershire,B61 7JJ,,1,members-voluntary-liquidation,1,wound-up-on,2026-03-05,declaration-solvent-on,2026-02-25,,,,,,,1,Timothy James Heaselgrave,practitioner,2026-03-05,,"Darwin House  7 Kidderminster Road, Bromsgrove, Worcestershire, B61 7JJ",,,,,,,,,,,,members-voluntary-liquidation,2026-02-25,2026-03-05
10788155,CAMDEN HEALTH EVOLUTION LTD,ltd,,active,2017-05-24,,86210,False,False,,,,,"Ramsay Brown Llp The Brentano Suite, Solar House, 915 High Road, North Finchley, London, N12 8QJ, United Kingdom",,Ramsay Brown Llp The Brentano Suite,"Solar House, 915 High Road",North Finchley,London,N12 8QJ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12582861,AVANTE HEALTH LTD,ltd,,dissolved,2020-05-01,2022-11-01,86210,False,False,,,,,"131 Shaggy Calf Lane, Slough, SL2 5HR, England",,131 Shaggy Calf Lane,,Slough,,SL2 5HR,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
